,Bids,Asks,Est
124,150800,151000,150900.0
125,150800,151000,150900.0
126,151100,151200,151150.0
127,151000,151200,151100.0
128,150700,150800,150750.0
129,150900,151100,151000.0
130,150700,150800,150750.0
131,150300,150400,150350.0
132,150500,150700,150600.0
133,150400,150600,150500.0
134,150300,150500,150400.0
135,150200,150300,150250.0
136,150200,150300,150250.0
137,150200,150300,150250.0
138,150100,150200,150150.0
139,150100,150200,150150.0
140,150200,150400,150300.0
141,150300,150400,150350.0
142,150300,150500,150400.0
143,150200,150300,150250.0
144,150200,150400,150300.0
145,150300,150400,150350.0
146,150300,150400,150350.0
147,150300,150500,150400.0
148,150100,150300,150200.0
149,150100,150400,150250.0
150,150200,150400,150300.0
151,150100,150300,150200.0
152,150200,150400,150300.0
153,150300,150500,150400.0
154,150400,150500,150450.0
155,150300,150500,150400.0
156,150300,150500,150400.0
157,150400,150600,150500.0
158,150600,150900,150750.0
159,150900,151100,151000.0
160,150900,151000,150950.0
161,150700,151000,150850.0
162,150800,151000,150900.0
163,150900,151100,151000.0
164,151300,151500,151400.0
165,151200,151400,151300.0
166,151200,151400,151300.0
167,151200,151400,151300.0
168,151200,151500,151350.0
169,151300,151500,151400.0
170,151300,151400,151350.0
171,151500,151800,151650.0
172,151500,151700,151600.0
173,151500,151700,151600.0
174,151400,151700,151550.0
175,151500,151600,151550.0
176,151600,151700,151650.0
177,151500,151700,151600.0
178,151400,151600,151500.0
179,151400,151600,151500.0
180,151300,151500,151400.0
181,151200,151400,151300.0
182,151200,151400,151300.0
183,151200,151300,151250.0
184,151100,151300,151200.0
185,151000,151200,151100.0
186,151000,151200,151100.0
187,151000,151200,151100.0
188,151000,151100,151050.0
189,151000,151200,151100.0
190,151100,151300,151200.0
191,151100,151300,151200.0
192,151100,151300,151200.0
193,151000,151200,151100.0
194,151000,151200,151100.0
195,151000,151200,151100.0
196,151000,151200,151100.0
197,151000,151100,151050.0
198,151000,151100,151050.0
199,150900,151100,151000.0
200,150700,150900,150800.0
201,150900,151000,150950.0
202,150800,151000,150900.0
203,150800,151000,150900.0
204,150800,151000,150900.0
205,150700,150900,150800.0
206,150800,150900,150850.0
207,150800,150900,150850.0
208,150700,150800,150750.0
209,150700,150800,150750.0
210,150700,150800,150750.0
211,150700,150900,150800.0
212,150800,150900,150850.0
213,150900,151100,151000.0
214,150900,151200,151050.0
215,150900,151200,151050.0
216,150900,151100,151000.0
217,151000,151200,151100.0
218,151000,151200,151100.0
219,151100,151300,151200.0
220,151200,151400,151300.0
221,151200,151400,151300.0
222,151200,151400,151300.0
223,151200,151400,151300.0
224,151200,151400,151300.0
225,151200,151400,151300.0
226,151500,151600,151550.0
227,152000,152100,152050.0
228,151900,152000,151950.0
229,152000,152100,152050.0
230,151800,152000,151900.0
231,151800,151900,151850.0
232,151600,151800,151700.0
233,151700,151900,151800.0
234,151500,151700,151600.0
235,151500,151700,151600.0
236,151500,151700,151600.0
237,151500,151800,151650.0
238,151400,151600,151500.0
239,151200,151300,151250.0
240,151200,151400,151300.0
241,151200,151400,151300.0
242,151200,151400,151300.0
243,151300,151500,151400.0
244,151400,151500,151450.0
245,151200,151300,151250.0
246,151000,151100,151050.0
247,150900,151000,150950.0
248,151000,151200,151100.0
249,151100,151300,151200.0
250,151000,151100,151050.0
251,150900,151100,151000.0
252,151000,151100,151050.0
253,150800,150900,150850.0
254,150800,150900,150850.0
255,150700,150800,150750.0
256,150900,151000,150950.0
257,150800,151000,150900.0
258,150800,151000,150900.0
259,150600,150700,150650.0
260,150700,150900,150800.0
261,150700,150900,150800.0
262,150800,151000,150900.0
263,150800,151000,150900.0
264,150800,150900,150850.0
265,150700,150900,150800.0
266,150900,151000,150950.0
267,150800,151000,150900.0
268,150700,150900,150800.0
269,150800,151000,150900.0
270,150900,151100,151000.0
271,151100,151200,151150.0
272,150900,151200,151050.0
273,151300,151400,151350.0
274,151300,151400,151350.0
275,151300,151500,151400.0
276,151300,151500,151400.0
277,151200,151400,151300.0
278,151200,151400,151300.0
279,151200,151400,151300.0
280,151100,151300,151200.0
281,151100,151300,151200.0
282,151000,151200,151100.0
283,151200,151300,151250.0
284,151000,151200,151100.0
285,151000,151200,151100.0
286,151000,151100,151050.0
287,151000,151100,151050.0
288,150900,151100,151000.0
289,150900,151000,150950.0
290,150900,151000,150950.0
291,150800,150900,150850.0
292,150800,151000,150900.0
293,150700,150900,150800.0
294,150800,150900,150850.0
295,150900,151000,150950.0
296,150800,151000,150900.0
297,150800,151000,150900.0
298,150900,151000,150950.0
299,150900,151100,151000.0
300,151000,151200,151100.0
301,151000,151100,151050.0
302,151000,151100,151050.0
303,150900,151100,151000.0
304,151200,151300,151250.0
305,151100,151200,151150.0
306,151100,151300,151200.0
307,151100,151200,151150.0
308,151100,151200,151150.0
309,151100,151200,151150.0
310,150900,151000,150950.0
311,150900,151000,150950.0
312,150800,150900,150850.0
313,150700,150900,150800.0
314,150700,150900,150800.0
315,150800,150900,150850.0
316,150900,151000,150950.0
317,151400,151500,151450.0
318,151300,151400,151350.0
319,151300,151500,151400.0
320,151300,151400,151350.0
321,151200,151400,151300.0
322,151200,151300,151250.0
323,151200,151300,151250.0
324,151000,151200,151100.0
325,151000,151200,151100.0
326,151000,151200,151100.0
327,151000,151100,151050.0
328,151100,151200,151150.0
329,150900,151000,150950.0
330,150600,150700,150650.0
331,150400,150500,150450.0
332,150300,150500,150400.0
333,150500,150700,150600.0
334,150400,150700,150550.0
335,150600,150800,150700.0
336,150600,150800,150700.0
337,150600,150800,150700.0
338,150600,150900,150750.0
339,150600,150900,150750.0
340,150600,150800,150700.0
341,150600,150800,150700.0
342,150600,150800,150700.0
343,150600,150700,150650.0
344,150400,150600,150500.0
345,150400,150500,150450.0
346,150300,150500,150400.0
347,150300,150500,150400.0
348,150500,150700,150600.0
349,150500,150700,150600.0
350,150500,150700,150600.0
351,150500,150600,150550.0
352,150400,150500,150450.0
353,150400,150500,150450.0
354,150200,150300,150250.0
355,150200,150400,150300.0
356,150200,150400,150300.0
357,150000,150100,150050.0
358,150000,150100,150050.0
359,150000,150100,150050.0
360,150100,150200,150150.0
361,150100,150200,150150.0
362,150300,150400,150350.0
363,150300,150500,150400.0
364,150100,150300,150200.0
365,150100,150300,150200.0
366,150200,150300,150250.0
367,150100,150200,150150.0
368,150100,150300,150200.0
369,150200,150400,150300.0
370,150100,150300,150200.0
371,150200,150400,150300.0
372,150200,150400,150300.0
373,150200,150400,150300.0
374,150300,150500,150400.0
375,150300,150500,150400.0
376,150300,150500,150400.0
377,150000,150200,150100.0
378,150000,150200,150100.0
379,150100,150300,150200.0
380,150100,150300,150200.0
381,150200,150400,150300.0
382,150000,150200,150100.0
383,150200,150400,150300.0
384,150000,150200,150100.0
385,150200,150300,150250.0
386,150000,150200,150100.0
387,150000,150200,150100.0
388,149600,149800,149700.0
389,149700,149800,149750.0
390,149500,149700,149600.0
391,149600,149800,149700.0
392,149600,149800,149700.0
393,149800,150000,149900.0
394,150100,150300,150200.0
395,150000,150200,150100.0
396,150100,150300,150200.0
397,150000,150200,150100.0
398,150000,150200,150100.0
399,150000,150200,150100.0
400,149800,150000,149900.0
401,149900,150000,149950.0
402,149800,150000,149900.0
403,149900,150000,149950.0
404,149800,150100,149950.0
405,149800,150000,149900.0
406,149800,150000,149900.0
407,149800,150000,149900.0
408,149800,150000,149900.0
409,149800,150100,149950.0
410,149900,150100,150000.0
411,149900,150100,150000.0
412,149800,150000,149900.0
413,149800,149900,149850.0
414,149700,149900,149800.0
415,149700,149900,149800.0
416,149600,149700,149650.0
417,149800,150100,149950.0
418,149800,150000,149900.0
419,149700,149900,149800.0
420,149700,149900,149800.0
421,149700,150000,149850.0
422,149700,149900,149800.0
423,150000,150200,150100.0
424,149800,150100,149950.0
425,149800,150100,149950.0
426,149800,150100,149950.0
427,149800,150100,149950.0
428,150100,150200,150150.0
429,150100,150200,150150.0
430,150100,150200,150150.0
431,150100,150300,150200.0
432,150400,150500,150450.0
433,150200,150500,150350.0
434,150300,150500,150400.0
435,150400,150600,150500.0
436,150400,150600,150500.0
437,150600,150800,150700.0
438,150900,151000,150950.0
439,150800,150900,150850.0
440,150800,150900,150850.0
441,150800,150900,150850.0
442,150900,151100,151000.0
443,151000,151100,151050.0
444,150900,151000,150950.0
445,151000,151100,151050.0
446,151000,151200,151100.0
447,151100,151300,151200.0
448,151000,151200,151100.0
449,151100,151200,151150.0
450,151100,151200,151150.0
451,151100,151200,151150.0
452,151000,151100,151050.0
453,150900,151100,151000.0
454,151100,151200,151150.0
455,151000,151100,151050.0
456,151100,151300,151200.0
457,151100,151200,151150.0
458,151100,151200,151150.0
459,151400,151600,151500.0
460,151400,151500,151450.0
461,151300,151500,151400.0
462,151600,151800,151700.0
463,151700,151900,151800.0
464,151500,151700,151600.0
465,151600,151800,151700.0
466,151800,151900,151850.0
467,151600,151700,151650.0
468,151600,151700,151650.0
469,151500,151700,151600.0
470,151500,151700,151600.0
471,151400,151500,151450.0
472,151400,151600,151500.0
473,151300,151600,151450.0
474,151300,151500,151400.0
475,151300,151600,151450.0
476,151400,151500,151450.0
477,151300,151500,151400.0
478,151400,151600,151500.0
479,151800,152000,151900.0
480,151700,151900,151800.0
481,151800,151900,151850.0
482,151700,151800,151750.0
483,151800,151900,151850.0
484,151700,151900,151800.0
485,151800,151900,151850.0
486,152000,152200,152100.0
487,152000,152200,152100.0
488,152000,152100,152050.0
489,151900,152100,152000.0
490,151800,152000,151900.0
491,151600,151800,151700.0
492,151400,151700,151550.0
493,151400,151700,151550.0
494,151400,151600,151500.0
495,151100,151300,151200.0
496,151000,151200,151100.0
497,151300,151500,151400.0
498,151400,151600,151500.0
499,151600,151800,151700.0
500,152000,152200,152100.0
501,152000,152100,152050.0
502,152000,152200,152100.0
503,151900,152100,152000.0
504,151700,151900,151800.0
505,151600,151700,151650.0
506,151600,151800,151700.0
507,151500,151700,151600.0
508,151700,151900,151800.0
509,151900,152100,152000.0
510,151700,151800,151750.0
511,151900,152000,151950.0
512,151700,151900,151800.0
513,151700,151900,151800.0
514,152000,152300,152150.0
515,151900,152100,152000.0
516,152000,152300,152150.0
517,152000,152300,152150.0
518,151900,152100,152000.0
519,151900,152200,152050.0
520,152200,152400,152300.0
521,152100,152300,152200.0
522,152100,152400,152250.0
523,152100,152300,152200.0
524,152000,152200,152100.0
525,152100,152300,152200.0
526,152700,152800,152750.0
527,152800,153000,152900.0
528,152800,152900,152850.0
529,152600,152800,152700.0
530,152700,152800,152750.0
531,152800,153000,152900.0
532,152800,153000,152900.0
533,152700,152900,152800.0
534,152700,152900,152800.0
535,152500,152700,152600.0
536,152200,152300,152250.0
537,152100,152300,152200.0
538,152200,152400,152300.0
539,152000,152200,152100.0
540,152000,152100,152050.0
541,151900,152100,152000.0
542,151900,152000,151950.0
543,151900,152000,151950.0
544,151500,151700,151600.0
545,151600,151700,151650.0
546,151500,151700,151600.0
547,151600,151700,151650.0
548,151500,151600,151550.0
549,151500,151600,151550.0
550,151500,151600,151550.0
551,151300,151400,151350.0
552,151100,151300,151200.0
553,151100,151200,151150.0
554,151100,151300,151200.0
555,151000,151200,151100.0
556,150900,151100,151000.0
557,151000,151100,151050.0
558,151000,151100,151050.0
559,150900,151000,150950.0
560,151000,151100,151050.0
561,150900,151000,150950.0
562,150800,150900,150850.0
563,150800,150900,150850.0
564,150800,150900,150850.0
565,150800,151000,150900.0
566,150900,151100,151000.0
567,151100,151200,151150.0
568,151000,151200,151100.0
569,151000,151200,151100.0
570,150800,150900,150850.0
571,150800,150900,150850.0
572,150700,150900,150800.0
573,150800,150900,150850.0
574,150800,150900,150850.0
575,150700,150900,150800.0
576,150700,150900,150800.0
577,150900,151100,151000.0
578,150600,150700,150650.0
579,150500,150700,150600.0
580,150600,150700,150650.0
581,150600,150700,150650.0
582,150300,150400,150350.0
583,150200,150400,150300.0
584,150200,150400,150300.0
585,150200,150300,150250.0
586,150300,150400,150350.0
587,150200,150400,150300.0
588,150100,150300,150200.0
589,150200,150400,150300.0
590,150100,150300,150200.0
591,150100,150200,150150.0
592,150100,150300,150200.0
593,150200,150400,150300.0
594,150300,150500,150400.0
595,150400,150500,150450.0
596,150300,150500,150400.0
597,150300,150500,150400.0
598,150300,150500,150400.0
599,150300,150500,150400.0
600,150300,150500,150400.0
601,150200,150400,150300.0
602,150200,150400,150300.0
603,150000,150200,150100.0
604,149900,150000,149950.0
605,149900,150000,149950.0
606,150100,150300,150200.0
607,150200,150400,150300.0
608,150200,150400,150300.0
609,150200,150400,150300.0
610,150200,150400,150300.0
611,150200,150300,150250.0
612,150400,150500,150450.0
613,150300,150500,150400.0
614,150400,150500,150450.0
615,150400,150500,150450.0
616,150500,150600,150550.0
617,150700,150800,150750.0
618,150600,150800,150700.0
619,150700,150800,150750.0
620,150700,150800,150750.0
621,150500,150600,150550.0
622,150500,150600,150550.0
623,150500,150600,150550.0
624,150300,150400,150350.0
625,150300,150500,150400.0
626,150300,150500,150400.0
627,150400,150500,150450.0
628,150400,150600,150500.0
629,150400,150500,150450.0
630,150300,150400,150350.0
631,150100,150200,150150.0
632,150000,150100,150050.0
633,149800,150000,149900.0
634,149800,150000,149900.0
635,149800,149900,149850.0
636,149800,150000,149900.0
637,149900,150000,149950.0
638,149700,149800,149750.0
639,149700,149800,149750.0
640,149800,149900,149850.0
641,149800,149900,149850.0
642,149800,149900,149850.0
643,149800,150000,149900.0
644,149800,149900,149850.0
645,149800,149900,149850.0
646,149700,149900,149800.0
647,149700,149900,149800.0
648,149600,149800,149700.0
649,149600,149800,149700.0
650,149700,149900,149800.0
651,149600,149800,149700.0
652,149600,149700,149650.0
653,149600,149700,149650.0
654,149600,149700,149650.0
655,149700,149800,149750.0
656,149600,149700,149650.0
657,149500,149600,149550.0
658,149400,149500,149450.0
659,149200,149300,149250.0
660,149100,149200,149150.0
661,149100,149300,149200.0
662,149100,149300,149200.0
663,149100,149200,149150.0
664,149000,149200,149100.0
665,149100,149200,149150.0
666,149200,149400,149300.0
667,149000,149100,149050.0
668,148900,149100,149000.0
669,148900,149000,148950.0
670,148800,149000,148900.0
671,148700,148800,148750.0
672,148600,148800,148700.0
673,148600,148700,148650.0
674,148600,148700,148650.0
675,148500,148700,148600.0
676,148800,149000,148900.0
677,148900,149100,149000.0
678,148900,149100,149000.0
679,148900,149100,149000.0
680,149100,149200,149150.0
681,149100,149200,149150.0
682,149100,149300,149200.0
683,149100,149300,149200.0
684,149000,149200,149100.0
685,149000,149200,149100.0
686,149100,149300,149200.0
687,149100,149200,149150.0
688,149100,149300,149200.0
689,149600,149700,149650.0
690,149400,149600,149500.0
691,149500,149600,149550.0
692,149500,149700,149600.0
693,149500,149600,149550.0
694,149500,149600,149550.0
695,149500,149600,149550.0
696,149400,149600,149500.0
697,149500,149600,149550.0
698,149500,149600,149550.0
699,149700,149900,149800.0
700,149600,149700,149650.0
701,149500,149700,149600.0
702,149500,149600,149550.0
703,149400,149500,149450.0
704,149300,149400,149350.0
705,149300,149400,149350.0
706,149300,149400,149350.0
707,149300,149500,149400.0
708,149600,149700,149650.0
709,149600,149700,149650.0
710,149500,149700,149600.0
711,149500,149700,149600.0
712,149500,149700,149600.0
713,149500,149700,149600.0
714,149500,149700,149600.0
715,149600,149800,149700.0
716,149800,150000,149900.0
717,150000,150100,150050.0
718,150000,150200,150100.0
719,150000,150200,150100.0
720,150000,150200,150100.0
721,150100,150200,150150.0
722,150100,150200,150150.0
723,150000,150200,150100.0
724,150100,150300,150200.0
725,150100,150200,150150.0
726,150200,150300,150250.0
727,150100,150200,150150.0
728,150100,150300,150200.0
729,150000,150100,150050.0
730,149700,149900,149800.0
731,149700,149900,149800.0
732,149700,149800,149750.0
733,149700,149900,149800.0
734,150200,150300,150250.0
735,150100,150200,150150.0
736,150000,150200,150100.0
737,150400,150500,150450.0
738,150300,150400,150350.0
739,150200,150300,150250.0
740,150000,150100,150050.0
741,149900,150000,149950.0
742,149800,150000,149900.0
743,150000,150200,150100.0
744,150000,150200,150100.0
745,150000,150200,150100.0
746,150000,150200,150100.0
747,150100,150200,150150.0
748,150100,150300,150200.0
749,150100,150200,150150.0
750,150000,150200,150100.0
751,149900,150100,150000.0
752,149900,150000,149950.0
753,149900,150100,150000.0
754,149900,150000,149950.0
755,149700,149900,149800.0
756,149500,149600,149550.0
757,149400,149500,149450.0
758,149400,149600,149500.0
759,149400,149500,149450.0
760,149500,149600,149550.0
761,149400,149600,149500.0
762,149400,149600,149500.0
763,149300,149500,149400.0
764,149300,149500,149400.0
765,149200,149500,149350.0
766,149100,149300,149200.0
767,148800,148900,148850.0
768,148700,148800,148750.0
769,148600,148700,148650.0
770,148500,148700,148600.0
771,148400,148600,148500.0
772,148500,148600,148550.0
773,148500,148600,148550.0
774,148400,148500,148450.0
775,148400,148600,148500.0
776,148400,148600,148500.0
777,148300,148400,148350.0
778,148300,148400,148350.0
779,148300,148500,148400.0
780,148500,148600,148550.0
781,148400,148600,148500.0
782,148400,148600,148500.0
783,148400,148600,148500.0
784,148400,148600,148500.0
785,148500,148700,148600.0
786,148600,148800,148700.0
787,148700,148900,148800.0
788,148800,149000,148900.0
789,148800,148900,148850.0
790,148800,149000,148900.0
791,148700,148900,148800.0
792,148600,148800,148700.0
793,148600,148800,148700.0
794,148600,148800,148700.0
795,148500,148600,148550.0
796,148700,148900,148800.0
797,148800,148900,148850.0
798,148700,148900,148800.0
799,148700,149000,148850.0
800,148600,148700,148650.0
801,148600,148700,148650.0
802,148500,148600,148550.0
803,148500,148700,148600.0
804,148600,148700,148650.0
805,148400,148600,148500.0
806,148500,148700,148600.0
807,148600,148800,148700.0
808,148400,148500,148450.0
809,148400,148500,148450.0
810,148400,148600,148500.0
811,148500,148600,148550.0
812,148600,148800,148700.0
813,148800,148900,148850.0
814,148700,148900,148800.0
815,149000,149200,149100.0
816,149100,149200,149150.0
817,148900,149100,149000.0
818,148900,149100,149000.0
819,148900,149000,148950.0
820,148800,149000,148900.0
821,148800,148900,148850.0
822,148800,148900,148850.0
823,148800,148900,148850.0
824,148800,149000,148900.0
825,148900,149100,149000.0
826,148900,149000,148950.0
827,148700,148900,148800.0
828,148900,149000,148950.0
829,148900,149000,148950.0
830,148700,148800,148750.0
831,148700,148900,148800.0
832,148800,148900,148850.0
833,148800,148900,148850.0
834,148800,148900,148850.0
835,148800,148900,148850.0
836,148800,149000,148900.0
837,148900,149100,149000.0
838,148800,148900,148850.0
839,148800,148900,148850.0
840,148800,148900,148850.0
841,148800,149000,148900.0
842,148700,148800,148750.0
843,148700,148800,148750.0
844,148600,148800,148700.0
845,148800,148900,148850.0
846,148900,149000,148950.0
847,148900,149100,149000.0
848,149000,149100,149050.0
849,149000,149100,149050.0
850,148900,149100,149000.0
851,148900,149100,149000.0
852,149200,149400,149300.0
853,149400,149500,149450.0
854,149500,149600,149550.0
855,149500,149600,149550.0
856,149400,149600,149500.0
857,149400,149600,149500.0
858,149400,149500,149450.0
859,149500,149700,149600.0
860,149500,149700,149600.0
861,149500,149600,149550.0
862,149600,149800,149700.0
863,149700,149800,149750.0
864,149500,149700,149600.0
865,149500,149700,149600.0
866,149400,149500,149450.0
867,149300,149400,149350.0
868,149200,149400,149300.0
869,149400,149500,149450.0
870,149200,149400,149300.0
871,149300,149500,149400.0
872,149400,149600,149500.0
873,149500,149700,149600.0
874,149600,149800,149700.0
875,149600,149700,149650.0
876,149800,149900,149850.0
877,149700,149800,149750.0
878,149700,149800,149750.0
879,149800,149900,149850.0
880,149800,149900,149850.0
881,150100,150200,150150.0
882,149800,149900,149850.0
883,149700,149800,149750.0
884,149600,149800,149700.0
885,149700,149900,149800.0
886,149900,150000,149950.0
887,150100,150300,150200.0
888,150100,150200,150150.0
889,150100,150200,150150.0
890,150000,150100,150050.0
891,150000,150100,150050.0
892,150100,150200,150150.0
893,150100,150200,150150.0
894,150100,150200,150150.0
895,150300,150400,150350.0
896,150400,150500,150450.0
897,150400,150500,150450.0
898,150300,150400,150350.0
899,150300,150400,150350.0
900,150300,150400,150350.0
901,150300,150400,150350.0
902,150300,150400,150350.0
903,150200,150300,150250.0
904,150100,150300,150200.0
905,150100,150200,150150.0
906,150400,150500,150450.0
907,150300,150400,150350.0
908,150200,150300,150250.0
909,150300,150400,150350.0
910,150400,150500,150450.0
911,150400,150600,150500.0
912,150400,150500,150450.0
913,150500,150600,150550.0
914,150500,150600,150550.0
915,150500,150600,150550.0
916,150400,150500,150450.0
917,150400,150500,150450.0
918,150400,150500,150450.0
919,150400,150500,150450.0
920,150400,150500,150450.0
921,150400,150500,150450.0
922,150400,150600,150500.0
923,150400,150600,150500.0
924,150300,150400,150350.0
925,150300,150400,150350.0
926,150300,150400,150350.0
927,150300,150400,150350.0
928,150300,150400,150350.0
929,150200,150300,150250.0
930,150400,150500,150450.0
931,150400,150500,150450.0
932,150500,150600,150550.0
933,150500,150600,150550.0
934,150400,150500,150450.0
935,150400,150500,150450.0
936,150500,150600,150550.0
937,150500,150600,150550.0
938,150600,150700,150650.0
939,150500,150600,150550.0
940,150500,150600,150550.0
941,150400,150500,150450.0
942,150200,150300,150250.0
943,150100,150200,150150.0
944,150300,150400,150350.0
945,150300,150400,150350.0
946,150300,150400,150350.0
947,150300,150500,150400.0
948,150400,150500,150450.0
949,150400,150500,150450.0
950,150500,150600,150550.0
951,150600,150700,150650.0
952,150600,150700,150650.0
953,150600,150700,150650.0
954,150500,150700,150600.0
955,150600,150700,150650.0
956,150700,150800,150750.0
957,150900,151000,150950.0
958,150500,150700,150600.0
959,150600,150700,150650.0
960,150500,150600,150550.0
961,150600,150700,150650.0
962,150500,150600,150550.0
963,150500,150700,150600.0
964,150700,150800,150750.0
965,150500,150700,150600.0
966,150800,150900,150850.0
967,150900,151000,150950.0
968,150900,151100,151000.0
969,151000,151100,151050.0
970,150900,151000,150950.0
971,150900,151000,150950.0
972,150900,151000,150950.0
973,150900,151100,151000.0
974,151000,151100,151050.0
975,151100,151200,151150.0
976,151200,151300,151250.0
977,151200,151300,151250.0
978,151200,151400,151300.0
979,151200,151300,151250.0
980,151200,151300,151250.0
981,151200,151300,151250.0
982,151400,151500,151450.0
983,151300,151400,151350.0
984,151300,151400,151350.0
985,151300,151400,151350.0
986,151300,151400,151350.0
987,151200,151400,151300.0
988,151200,151400,151300.0
989,151200,151400,151300.0
990,151100,151300,151200.0
991,151200,151400,151300.0
992,151300,151400,151350.0
993,151200,151400,151300.0
994,151200,151300,151250.0
995,151000,151200,151100.0
996,151000,151100,151050.0
997,150800,150900,150850.0
998,150900,151000,150950.0
999,150900,151000,150950.0
1000,150700,150900,150800.0
1001,150600,150700,150650.0
1002,150600,150700,150650.0
1003,150700,150800,150750.0
1004,150700,150800,150750.0
1005,150700,150800,150750.0
1006,150500,150600,150550.0
1007,150500,150600,150550.0
1008,150700,150800,150750.0
1009,150500,150600,150550.0
1010,150500,150600,150550.0
1011,150200,150300,150250.0
1012,150000,150100,150050.0
1013,150100,150200,150150.0
1014,150200,150400,150300.0
1015,150100,150300,150200.0
1016,150100,150300,150200.0
1017,150200,150300,150250.0
1018,150200,150300,150250.0
1019,150300,150400,150350.0
1020,150400,150600,150500.0
1021,150300,150500,150400.0
1022,150300,150500,150400.0
1023,150300,150400,150350.0
1024,150200,150400,150300.0
1025,150300,150500,150400.0
1026,150300,150500,150400.0
1027,150200,150400,150300.0
1028,150300,150500,150400.0
1029,150400,150600,150500.0
1030,150600,150800,150700.0
1031,150700,150800,150750.0
1032,150700,150900,150800.0
1033,150700,150800,150750.0
1034,150700,150900,150800.0
1035,150700,150900,150800.0
1036,150500,150700,150600.0
1037,150500,150700,150600.0
1038,150500,150700,150600.0
1039,150300,150500,150400.0
1040,150400,150500,150450.0
1041,150400,150500,150450.0
1042,150400,150500,150450.0
1043,150600,150700,150650.0
1044,150600,150800,150700.0
1045,150400,150500,150450.0
1046,150500,150600,150550.0
1047,150500,150600,150550.0
1048,150500,150600,150550.0
1049,150400,150600,150500.0
1050,150500,150600,150550.0
1051,150400,150600,150500.0
1052,150200,150300,150250.0
1053,150100,150200,150150.0
1054,150100,150300,150200.0
1055,150000,150200,150100.0
1056,150000,150200,150100.0
1057,150000,150200,150100.0
1058,150300,150400,150350.0
1059,150100,150300,150200.0
1060,150300,150500,150400.0
1061,150400,150500,150450.0
1062,150600,150800,150700.0
1063,150700,150900,150800.0
1064,150700,150900,150800.0
1065,150700,150900,150800.0
1066,150700,150900,150800.0
1067,150600,150800,150700.0
1068,150600,150700,150650.0
