,Bids,Asks,Est
175,151000,151200,151100.0
176,151000,151200,151100.0
177,151000,151200,151100.0
178,150900,151200,151050.0
179,150900,151200,151050.0
180,150900,151200,151050.0
181,150700,151200,150950.0
182,150700,151200,150950.0
183,150700,151200,150950.0
184,150700,150900,150800.0
185,150700,150900,150800.0
186,150700,151200,150950.0
187,151100,151200,151150.0
188,151100,151200,151150.0
189,150700,151200,150950.0
190,150700,151200,150950.0
191,150700,151200,150950.0
192,150700,151200,150950.0
193,150700,151200,150950.0
194,150700,151200,150950.0
195,150700,151200,150950.0
196,150700,151200,150950.0
197,150700,151200,150950.0
198,150700,151200,150950.0
199,150700,151200,150950.0
200,150700,151200,150950.0
201,150700,151500,151100.0
202,150700,151500,151100.0
203,150700,151500,151100.0
204,150700,151500,151100.0
205,150700,151400,151050.0
206,150700,151400,151050.0
207,150700,151400,151050.0
208,150700,151400,151050.0
209,150700,151400,151050.0
210,150700,151400,151050.0
211,150700,151400,151050.0
212,150700,151400,151050.0
213,150700,151500,151100.0
214,150700,151500,151100.0
215,150700,151500,151100.0
216,150700,151500,151100.0
217,150700,151500,151100.0
218,150700,151500,151100.0
219,150700,151500,151100.0
220,150700,151500,151100.0
221,150700,151500,151100.0
222,150800,151500,151150.0
223,150800,151500,151150.0
224,150800,151500,151150.0
225,150800,151500,151150.0
226,150800,151500,151150.0
227,151000,151500,151250.0
228,151400,151500,151450.0
229,151400,151600,151500.0
230,151400,151600,151500.0
231,151300,151600,151450.0
232,151200,151600,151400.0
233,151600,152100,151850.0
234,151600,152100,151850.0
235,151600,152100,151850.0
236,151600,152100,151850.0
237,151600,152100,151850.0
238,151600,152100,151850.0
239,151600,152100,151850.0
240,151600,151900,151750.0
241,151600,151900,151750.0
242,151600,151800,151700.0
243,151600,151900,151750.0
244,151600,152100,151850.0
245,151600,152000,151800.0
246,151600,152000,151800.0
247,151400,151600,151500.0
248,151400,151600,151500.0
249,151400,151800,151600.0
250,151400,151700,151550.0
251,151400,151600,151500.0
252,151400,151800,151600.0
253,151400,151800,151600.0
254,150800,151400,151100.0
255,150800,151400,151100.0
256,150800,151400,151100.0
257,150800,151500,151150.0
258,150800,151500,151150.0
259,151000,151500,151250.0
260,151000,151200,151100.0
261,151000,151500,151250.0
262,151000,151500,151250.0
263,151000,151600,151300.0
264,151000,151600,151300.0
265,151000,151300,151150.0
266,151000,151300,151150.0
267,151000,151500,151250.0
268,151000,151300,151150.0
269,151000,151400,151200.0
270,151000,151600,151300.0
271,151000,151800,151400.0
272,151000,151800,151400.0
273,151000,151800,151400.0
274,151000,151900,151450.0
275,151000,151900,151450.0
276,151000,151900,151450.0
277,151000,151900,151450.0
278,151000,151100,151050.0
279,151000,151100,151050.0
280,151000,151100,151050.0
281,151000,151100,151050.0
282,150600,151100,150850.0
283,150500,151100,150800.0
284,150600,151100,150850.0
285,150500,150800,150650.0
286,150500,150800,150650.0
287,150400,150800,150600.0
288,150400,150800,150600.0
289,150400,150800,150600.0
290,150400,150800,150600.0
291,150400,150800,150600.0
292,150300,150800,150550.0
293,150100,150800,150450.0
294,150200,150800,150500.0
295,150200,150400,150300.0
296,150200,150400,150300.0
297,150300,150400,150350.0
298,150300,150400,150350.0
299,150400,150800,150600.0
300,150500,150800,150650.0
301,150500,150800,150650.0
302,150400,150700,150550.0
303,150400,150700,150550.0
304,150400,150700,150550.0
305,150600,150700,150650.0
306,150600,150700,150650.0
307,150600,150700,150650.0
308,150600,150700,150650.0
309,150600,150700,150650.0
310,150500,150700,150600.0
311,150500,150700,150600.0
312,150500,150700,150600.0
313,150500,150700,150600.0
314,150500,150700,150600.0
315,150500,150700,150600.0
316,150500,150700,150600.0
317,151000,151100,151050.0
318,150800,151100,150950.0
319,150800,151100,150950.0
320,150800,151100,150950.0
321,150700,151100,150900.0
322,150700,151100,150900.0
323,150600,151100,150850.0
324,150500,151100,150800.0
325,150500,151100,150800.0
326,150500,151100,150800.0
327,150500,151100,150800.0
328,150600,151100,150850.0
329,150500,151100,150800.0
330,150500,151300,150900.0
331,150500,151000,150750.0
332,150500,151000,150750.0
333,150500,150900,150700.0
334,150500,150900,150700.0
335,150800,150900,150850.0
336,150800,150900,150850.0
337,150800,150900,150850.0
338,150100,150900,150500.0
339,150200,150900,150550.0
340,150600,150900,150750.0
341,150600,150900,150750.0
342,150600,150900,150750.0
343,150600,150900,150750.0
344,150600,150900,150750.0
345,150100,150900,150500.0
346,150100,150900,150500.0
347,150100,150900,150500.0
348,150100,150900,150500.0
349,150100,150900,150500.0
350,150100,150200,150150.0
351,150100,150200,150150.0
352,150100,150200,150150.0
353,150100,150900,150500.0
354,150100,150800,150450.0
355,150100,150900,150500.0
356,150100,150900,150500.0
357,150100,150900,150500.0
358,150100,150600,150350.0
359,150100,150600,150350.0
360,150100,150800,150450.0
361,150100,150800,150450.0
362,150100,150800,150450.0
363,150100,150900,150500.0
364,150100,150900,150500.0
365,150100,150800,150450.0
366,150000,150800,150400.0
367,150000,150800,150400.0
368,150000,150800,150400.0
369,150000,150800,150400.0
370,150000,150800,150400.0
371,150000,150900,150450.0
372,150000,150900,150450.0
373,150000,150900,150450.0
374,150100,150900,150500.0
375,150100,150900,150500.0
376,150100,150900,150500.0
377,150000,150200,150100.0
378,150000,150200,150100.0
379,150000,150200,150100.0
380,150000,150200,150100.0
381,150000,150200,150100.0
382,150000,150800,150400.0
383,150000,150800,150400.0
384,150000,150700,150350.0
385,150000,150800,150400.0
386,150000,150800,150400.0
387,149500,150700,150100.0
388,149700,150700,150200.0
389,149700,150300,150000.0
390,149700,150200,149950.0
391,149700,150200,149950.0
392,149700,150300,150000.0
393,149700,150300,150000.0
394,149700,150600,150150.0
395,149700,150700,150200.0
396,149700,150100,149900.0
397,149700,150100,149900.0
398,149700,150100,149900.0
399,149700,150100,149900.0
400,149700,150100,149900.0
401,149700,150100,149900.0
402,149700,150100,149900.0
403,149700,150100,149900.0
404,149700,150100,149900.0
405,149700,150100,149900.0
406,149700,150100,149900.0
407,149700,150100,149900.0
408,149700,150100,149900.0
409,149800,150100,149950.0
410,149800,150100,149950.0
411,149800,150100,149950.0
412,149800,150100,149950.0
413,149800,150100,149950.0
414,149800,150100,149950.0
415,149800,150100,149950.0
416,149800,150100,149950.0
417,149800,150100,149950.0
418,149800,150100,149950.0
419,149800,150100,149950.0
420,149800,150100,149950.0
421,149800,150100,149950.0
422,149800,150100,149950.0
423,149800,150100,149950.0
424,149800,150100,149950.0
425,149800,150200,150000.0
426,149800,150200,150000.0
427,149800,150200,150000.0
428,149800,150200,150000.0
429,150200,150800,150500.0
430,150200,150700,150450.0
431,150200,150800,150500.0
432,150200,150800,150500.0
433,150200,150800,150500.0
434,149800,150800,150300.0
435,149800,150800,150300.0
436,149900,150800,150350.0
437,150100,150800,150450.0
438,150400,150800,150600.0
439,150300,150800,150550.0
440,150300,150800,150550.0
441,150200,150800,150500.0
442,150400,150800,150600.0
443,150400,150800,150600.0
444,150400,150800,150600.0
445,150400,150800,150600.0
446,150400,150800,150600.0
447,150500,150800,150650.0
448,150400,150800,150600.0
449,150600,151600,151100.0
450,151100,151600,151350.0
451,151100,151600,151350.0
452,151100,151600,151350.0
453,151100,151700,151400.0
454,151100,151800,151450.0
455,151100,151700,151400.0
456,151100,151800,151450.0
457,151100,151800,151450.0
458,151100,151800,151450.0
459,151100,151800,151450.0
460,151100,151900,151500.0
461,151100,151900,151500.0
462,151100,151900,151500.0
463,151100,151900,151500.0
464,151200,152100,151650.0
465,151100,152100,151600.0
466,151300,152100,151700.0
467,151900,152100,152000.0
468,151900,152100,152000.0
469,151900,152100,152000.0
470,151900,152100,152000.0
471,150900,152100,151500.0
472,150900,152100,151500.0
473,150800,152000,151400.0
474,150800,152000,151400.0
475,150800,152000,151400.0
476,150800,152000,151400.0
477,150800,152000,151400.0
478,151100,152000,151550.0
479,151200,152100,151650.0
480,151200,152100,151650.0
481,151200,152100,151650.0
482,151200,152100,151650.0
483,151400,152100,151750.0
484,151400,152100,151750.0
485,151400,152100,151750.0
486,151500,152100,151800.0
487,151500,152100,151800.0
488,151500,152100,151800.0
489,151400,152100,151750.0
490,151400,152100,151750.0
491,151400,152100,151750.0
492,151400,152000,151700.0
493,151400,152000,151700.0
494,151400,152200,151800.0
495,151400,152100,151750.0
496,151400,151800,151600.0
497,151400,151800,151600.0
498,151400,152000,151700.0
499,151400,152000,151700.0
500,151400,152000,151700.0
501,151500,152000,151750.0
502,151400,151700,151550.0
503,151500,151700,151600.0
504,151600,151700,151650.0
505,151600,151700,151650.0
506,151600,151700,151650.0
507,151600,151700,151650.0
508,151600,151700,151650.0
509,151600,151700,151650.0
510,151600,151700,151650.0
511,151600,151700,151650.0
512,151700,151800,151750.0
513,151700,151800,151750.0
514,151700,151800,151750.0
515,151700,151800,151750.0
516,151500,151600,151550.0
517,151500,151600,151550.0
518,151600,151800,151700.0
519,151400,151800,151600.0
520,151600,151800,151700.0
521,151600,151800,151700.0
522,151700,151800,151750.0
523,151600,152000,151800.0
524,151600,152000,151800.0
525,151500,152000,151750.0
526,151900,152000,151950.0
527,152200,152300,152250.0
528,152200,152300,152250.0
529,152200,152300,152250.0
530,152200,152300,152250.0
531,152400,152500,152450.0
532,152400,152500,152450.0
533,152200,152500,152350.0
534,152200,152500,152350.0
535,152200,152600,152400.0
536,152000,152600,152300.0
537,151600,152700,152150.0
538,151500,152700,152100.0
539,151600,152700,152150.0
540,151400,152600,152000.0
541,152100,152600,152350.0
542,152100,152600,152350.0
543,152100,152600,152350.0
544,152100,152400,152250.0
545,152100,152200,152150.0
546,152100,152200,152150.0
547,152100,152200,152150.0
548,152100,152200,152150.0
549,151200,152200,151700.0
550,151700,152200,151950.0
551,151700,152000,151850.0
552,151700,151800,151750.0
553,151700,151800,151750.0
554,151200,151800,151500.0
555,151200,151800,151500.0
556,151200,151600,151400.0
557,151200,151600,151400.0
558,151200,151600,151400.0
559,151200,151600,151400.0
560,151200,151600,151400.0
561,151200,151600,151400.0
562,151200,151600,151400.0
563,151200,151400,151300.0
564,151200,151400,151300.0
565,151200,151400,151300.0
566,151200,151400,151300.0
567,151200,151600,151400.0
568,151200,151600,151400.0
569,151200,151700,151450.0
570,151200,151500,151350.0
571,151200,151500,151350.0
572,151200,151400,151300.0
573,151200,151400,151300.0
574,151200,151600,151400.0
575,151100,151200,151150.0
576,151100,151400,151250.0
577,151100,151400,151250.0
578,151100,151500,151300.0
579,151100,151200,151150.0
580,151100,151200,151150.0
581,151100,151200,151150.0
582,150700,151000,150850.0
583,150700,151000,150850.0
584,150700,150900,150800.0
585,150700,150900,150800.0
586,150700,150800,150750.0
587,150700,151000,150850.0
588,150700,151000,150850.0
589,150700,150800,150750.0
590,150700,150800,150750.0
591,150400,150700,150550.0
592,150400,150800,150600.0
593,150400,150700,150550.0
594,150400,150700,150550.0
595,150400,151000,150700.0
596,150400,151200,150800.0
597,150400,151000,150700.0
598,150400,151000,150700.0
599,150400,151000,150700.0
600,150400,151000,150700.0
601,150400,151000,150700.0
602,150400,151000,150700.0
603,150400,150900,150650.0
604,150400,150600,150500.0
605,150400,150600,150500.0
606,150400,150800,150600.0
607,150100,150900,150500.0
608,150100,150900,150500.0
609,150100,150900,150500.0
610,150100,150800,150450.0
611,150100,150800,150450.0
612,150100,151000,150550.0
613,150100,151000,150550.0
614,150100,150300,150200.0
615,150100,150300,150200.0
616,150100,151100,150600.0
617,150200,151400,150800.0
618,150200,151400,150800.0
619,150200,151400,150800.0
620,151300,151400,151350.0
621,150100,151200,150650.0
622,150100,151200,150650.0
623,150100,151200,150650.0
624,150000,151000,150500.0
625,150000,151000,150500.0
626,150000,151000,150500.0
627,150000,151000,150500.0
628,150000,151000,150500.0
629,150800,151000,150900.0
630,150800,151000,150900.0
631,150800,151000,150900.0
632,150000,150500,150250.0
633,150000,150500,150250.0
634,150000,150500,150250.0
635,150000,150200,150100.0
636,150000,150200,150100.0
637,150000,150200,150100.0
638,150000,150200,150100.0
639,150000,150200,150100.0
640,150000,150200,150100.0
641,150000,150200,150100.0
642,150000,150200,150100.0
643,150000,150200,150100.0
644,150000,150200,150100.0
645,150000,150200,150100.0
646,150000,150200,150100.0
647,150000,150200,150100.0
648,150000,150200,150100.0
649,150000,150100,150050.0
650,150000,150100,150050.0
651,150000,150100,150050.0
652,150000,150100,150050.0
653,150000,150100,150050.0
654,150000,150100,150050.0
655,150000,150100,150050.0
656,150000,150100,150050.0
657,150000,150100,150050.0
658,149900,150000,149950.0
659,149900,150000,149950.0
660,149700,149800,149750.0
661,149700,149800,149750.0
662,149600,149800,149700.0
663,149600,149800,149700.0
664,149600,149700,149650.0
665,149600,149800,149700.0
666,149600,149900,149750.0
667,149600,149900,149750.0
668,149500,149600,149550.0
669,149500,149600,149550.0
670,149500,149600,149550.0
671,149300,149400,149350.0
672,149200,149300,149250.0
673,149100,149200,149150.0
674,149100,149200,149150.0
675,149100,149200,149150.0
676,149100,149400,149250.0
677,149100,149500,149300.0
678,148800,149600,149200.0
679,148800,149600,149200.0
680,149400,149600,149500.0
681,149400,149800,149600.0
682,149400,149800,149600.0
683,149400,149800,149600.0
684,149400,149800,149600.0
685,149400,149700,149550.0
686,149400,149700,149550.0
687,149400,149800,149600.0
688,149400,149800,149600.0
689,149400,150100,149750.0
690,149400,150000,149700.0
691,149400,150100,149750.0
692,149400,150200,149800.0
693,149400,150200,149800.0
694,149400,150000,149700.0
695,149400,150200,149800.0
696,149400,150100,149750.0
697,149400,150100,149750.0
698,149400,150100,149750.0
699,149400,150100,149750.0
700,149400,150100,149750.0
701,149400,150100,149750.0
702,149400,150100,149750.0
703,149400,150000,149700.0
704,149400,150000,149700.0
705,149400,150000,149700.0
706,149400,150000,149700.0
707,149400,150000,149700.0
708,149400,150100,149750.0
709,149400,150100,149750.0
710,149400,150100,149750.0
711,149400,150100,149750.0
712,149400,150100,149750.0
713,149400,150100,149750.0
714,149400,150100,149750.0
715,149400,150100,149750.0
716,149400,150100,149750.0
717,149400,150100,149750.0
718,149400,150100,149750.0
719,149400,150100,149750.0
720,149500,150100,149800.0
721,149500,150100,149800.0
722,149600,150100,149850.0
723,149600,150100,149850.0
724,149600,150100,149850.0
725,149600,150100,149850.0
726,149600,150100,149850.0
727,149900,150100,150000.0
728,149900,150100,150000.0
729,149900,150100,150000.0
730,149900,150100,150000.0
731,149900,150100,150000.0
732,149900,150100,150000.0
733,149900,150200,150050.0
734,149900,150200,150050.0
735,149900,150200,150050.0
736,149900,150200,150050.0
737,149900,150500,150200.0
738,149900,150500,150200.0
739,149900,150500,150200.0
740,149900,150500,150200.0
741,149400,150400,149900.0
742,149400,150500,149950.0
743,149400,150500,149950.0
744,149500,150500,150000.0
745,150400,150500,150450.0
746,149500,150500,150000.0
747,149600,150500,150050.0
748,149600,150200,149900.0
749,149500,150200,149850.0
750,149500,150200,149850.0
751,149500,150200,149850.0
752,149400,150200,149800.0
753,149400,150200,149800.0
754,149400,150200,149800.0
755,150000,150200,150100.0
756,149200,150200,149700.0
757,149200,149500,149350.0
758,149200,149500,149350.0
759,149200,149500,149350.0
760,149200,149500,149350.0
761,149200,149500,149350.0
762,149200,149500,149350.0
763,149200,149500,149350.0
764,149200,149500,149350.0
765,149200,149500,149350.0
766,149200,149500,149350.0
767,149200,149600,149400.0
768,149000,149400,149200.0
769,149000,149400,149200.0
770,149000,149200,149100.0
771,148900,149000,148950.0
772,148800,149100,148950.0
773,148800,149200,149000.0
774,148800,149000,148900.0
775,148800,149000,148900.0
776,148800,149100,148950.0
777,148800,149000,148900.0
778,148800,149000,148900.0
779,148800,149000,148900.0
780,148800,149200,149000.0
781,148800,149200,149000.0
782,148800,149100,148950.0
783,148800,149200,149000.0
784,148800,149100,148950.0
785,148700,149200,148950.0
786,148700,149300,149000.0
787,148700,149300,149000.0
788,148700,149300,149000.0
789,148700,149300,149000.0
790,148700,149300,149000.0
791,148700,149300,149000.0
792,148700,149300,149000.0
793,148700,149300,149000.0
794,148600,149300,148950.0
795,148600,149300,148950.0
796,148600,149300,148950.0
797,148600,149300,148950.0
798,148600,149300,148950.0
799,148600,149300,148950.0
800,148600,149300,148950.0
801,148600,149200,148900.0
802,148600,149200,148900.0
803,148600,149200,148900.0
804,148600,149200,148900.0
805,148600,149100,148850.0
806,148500,149100,148800.0
807,148500,149200,148850.0
808,148500,149200,148850.0
809,148500,149100,148800.0
810,148500,149100,148800.0
811,148500,149100,148800.0
812,148500,149200,148850.0
813,148500,149300,148900.0
814,148500,149300,148900.0
815,148500,149300,148900.0
816,148600,149300,148950.0
817,148500,149700,149100.0
818,148500,148700,148600.0
819,148400,148700,148550.0
820,148400,148700,148550.0
821,148400,148700,148550.0
822,148400,148700,148550.0
823,148400,149400,148900.0
824,148800,149400,149100.0
825,148800,149500,149150.0
826,148800,149100,148950.0
827,148800,149100,148950.0
828,148800,149100,148950.0
829,148800,149100,148950.0
830,148800,149100,148950.0
831,148800,149100,148950.0
832,148800,149100,148950.0
833,148800,149100,148950.0
834,148800,149100,148950.0
835,148800,149100,148950.0
836,148800,149100,148950.0
837,148800,149100,148950.0
838,148800,149100,148950.0
839,148800,149100,148950.0
840,148800,149100,148950.0
841,148800,148900,148850.0
842,148800,148900,148850.0
843,148800,148900,148850.0
844,148800,148900,148850.0
845,148800,148900,148850.0
846,148800,148900,148850.0
847,148800,148900,148850.0
848,148800,148900,148850.0
849,148400,148600,148500.0
850,149100,149600,149350.0
851,149100,149600,149350.0
852,149100,149600,149350.0
853,149100,149800,149450.0
854,149100,149800,149450.0
855,149400,149800,149600.0
856,149400,149800,149600.0
857,149400,149800,149600.0
858,149400,149800,149600.0
859,149400,149800,149600.0
860,149400,149800,149600.0
861,149400,149800,149600.0
862,149400,149800,149600.0
863,149400,149800,149600.0
864,149400,149800,149600.0
865,149400,149800,149600.0
866,149400,149800,149600.0
867,149400,149800,149600.0
868,149400,149800,149600.0
869,149400,149800,149600.0
870,149400,149800,149600.0
871,149400,149800,149600.0
872,149400,149800,149600.0
873,149400,149800,149600.0
874,149400,149800,149600.0
875,149400,149800,149600.0
876,149400,149800,149600.0
877,149400,149800,149600.0
878,149400,149800,149600.0
879,149400,149800,149600.0
880,149200,149800,149500.0
881,149200,149800,149500.0
882,149200,149800,149500.0
883,149200,149800,149500.0
884,149100,149800,149450.0
885,149100,149800,149450.0
886,149200,149800,149500.0
887,149400,149800,149600.0
888,149400,149800,149600.0
889,149600,149800,149700.0
890,149600,149800,149700.0
891,149400,149800,149600.0
892,149600,149800,149700.0
893,149600,149800,149700.0
894,149600,149800,149700.0
895,149800,150100,149950.0
896,149800,150100,149950.0
897,149800,150500,150150.0
898,149800,150500,150150.0
899,149800,150500,150150.0
900,149800,150500,150150.0
901,149800,150500,150150.0
902,149800,150500,150150.0
903,149600,150500,150050.0
904,149600,150500,150050.0
905,149600,150500,150050.0
906,149800,150400,150100.0
907,149800,150400,150100.0
908,149800,150400,150100.0
909,149600,150100,149850.0
910,149800,150100,149950.0
911,149800,150100,149950.0
912,149800,150100,149950.0
913,149800,150100,149950.0
914,150000,150100,150050.0
915,149800,150100,149950.0
916,149800,150100,149950.0
917,149800,150100,149950.0
918,149800,150100,149950.0
919,149800,150100,149950.0
920,149900,150100,150000.0
921,150000,150100,150050.0
922,149800,150100,149950.0
923,149900,150100,150000.0
924,149800,150100,149950.0
925,149800,150100,149950.0
926,149800,150100,149950.0
927,149800,150100,149950.0
928,149800,150100,149950.0
929,149600,150100,149850.0
930,149800,150100,149950.0
931,149800,150100,149950.0
932,149800,150100,149950.0
933,150000,150100,150050.0
934,149800,150100,149950.0
935,149800,150100,149950.0
936,149800,150100,149950.0
937,149800,150100,149950.0
938,150000,150100,150050.0
939,150000,150100,150050.0
940,150000,150100,150050.0
941,150000,150100,150050.0
942,149600,150100,149850.0
943,149600,150100,149850.0
944,149600,150100,149850.0
945,149800,150100,149950.0
946,149800,150100,149950.0
947,149800,150100,149950.0
948,149800,150100,149950.0
949,149900,150100,150000.0
950,149900,150100,150000.0
951,150000,150100,150050.0
952,150000,150100,150050.0
953,150000,150100,150050.0
954,150000,150100,150050.0
955,150000,150100,150050.0
956,150000,150100,150050.0
957,150200,150400,150300.0
958,150200,150400,150300.0
959,150000,150400,150200.0
960,150000,150400,150200.0
961,150000,150400,150200.0
962,150000,150400,150200.0
963,150000,150400,150200.0
964,150200,150400,150300.0
965,150000,150400,150200.0
966,150000,150400,150200.0
967,150400,150500,150450.0
968,150400,150500,150450.0
969,150400,150500,150450.0
970,150400,150500,150450.0
971,150400,150500,150450.0
972,150400,150500,150450.0
973,150400,150500,150450.0
974,150400,150500,150450.0
975,150600,150700,150650.0
976,150600,150700,150650.0
977,150600,150700,150650.0
978,150700,150800,150750.0
979,150700,150800,150750.0
980,150600,150800,150700.0
981,150600,150800,150700.0
982,150600,150800,150700.0
983,150800,150900,150850.0
984,150800,150900,150850.0
985,150800,150900,150850.0
986,150800,150900,150850.0
987,150700,150900,150800.0
988,150600,150900,150750.0
989,150700,150900,150800.0
990,150700,150900,150800.0
991,150700,150900,150800.0
992,150700,150800,150750.0
993,150700,150800,150750.0
994,150600,150900,150750.0
995,150500,150900,150700.0
996,150400,150900,150650.0
997,150400,150900,150650.0
998,150200,150900,150550.0
999,150400,150900,150650.0
1000,150200,150900,150550.0
1001,150000,150900,150450.0
1002,150000,150900,150450.0
1003,150000,150900,150450.0
1004,150200,150900,150550.0
1005,150200,150900,150550.0
1006,150000,150900,150450.0
1007,150000,150900,150450.0
1008,150200,150900,150550.0
1009,150000,151100,150550.0
1010,150000,151100,150550.0
1011,149900,151100,150500.0
1012,149800,150900,150350.0
1013,149800,150700,150250.0
1014,149800,151000,150400.0
1015,149800,151000,150400.0
1016,149800,150800,150300.0
1017,149800,150800,150300.0
1018,149800,150800,150300.0
1019,149800,150900,150350.0
1020,149800,151000,150400.0
1021,149800,151000,150400.0
1022,149800,151000,150400.0
1023,149800,151000,150400.0
1024,149800,151000,150400.0
1025,149800,151000,150400.0
1026,149800,151000,150400.0
1027,149800,151000,150400.0
1028,149800,150200,150000.0
1029,149800,150200,150000.0
1030,149900,150200,150050.0
1031,150100,150200,150150.0
1032,150200,151100,150650.0
1033,150200,151100,150650.0
1034,150200,151100,150650.0
1035,150200,151100,150650.0
1036,150000,151100,150550.0
1037,150000,151100,150550.0
1038,150000,151100,150550.0
1039,149800,151000,150400.0
1040,149800,151000,150400.0
1041,149800,151000,150400.0
1042,149800,150800,150300.0
1043,150200,150800,150500.0
1044,150200,150800,150500.0
1045,150200,150800,150500.0
1046,150200,150800,150500.0
1047,150200,150800,150500.0
1048,150200,151100,150650.0
1049,150200,151100,150650.0
1050,150200,151100,150650.0
1051,150200,151000,150600.0
1052,150200,151000,150600.0
1053,150200,150800,150500.0
1054,150200,150800,150500.0
1055,150200,150800,150500.0
1056,150200,150700,150450.0
1057,150100,150700,150400.0
1058,150100,150700,150400.0
1059,150100,150800,150450.0
1060,150100,150800,150450.0
1061,150100,151000,150550.0
1062,150100,151100,150600.0
1063,150100,151100,150600.0
1064,150200,151100,150650.0
1065,150200,151100,150650.0
1066,150500,151100,150800.0
1067,150500,151100,150800.0
1068,150000,151100,150550.0
